"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04"
"Valley Station","Louisville","KY","Louisville/Jefferson County","Jefferson",379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91250,94900,92000,94945,95000,97750,98500,104900,105475,102000,99900,99499,97900,99500,99250,98000,107000,107250,104950,1e+05,100999.5,1e+05,105000,104900,104950,102948.5,105450,103000,99974.5,105000,109450,109950,109900,117900,118900,114725,109900,115000,109900,112250,110000,119700
"Eltingville","New York","NY","New York","Richmond",380,427000,442000,445000,439000,447000,442450,439000,439900,429000,429000,425000,424000,424200,428500,425000,425000,429000,419000,410000,409950,409000,399999,406000,409500,419000,414000,409999,415000,425000,425000,414453,399900,399000,399000,439000,434750,434500,425000,425000,430000,439000,439000,439000,437000,433000,429000,439000,439000,439000,439000,434999,435000,439000,439000,447000,459000,449000,439000,449000,449000,444000,450000,449999,454900,461500,449999.5,449012,449999,449999,449500,449000,449000,449900,489000,459800,479999,5e+05,509000,529000,534450,568000,579000,549000,549000,544500,539450,547000,549900
"Liliha-Kapalama","Honolulu","HI","Urban Honolulu","Honolulu",381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794500,780000,765000,849000,779000,799000,787000,799500,862500,896500,897000,899000
"West End","Tacoma","WA","Seattle","Pierce",382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000,284500,305000,275950,275000,279475,250000,279475,284395,309000,318725,298750,289950,285000,329900,309000,319000,295000,289925,290000,289000,280000,279000,284750,289900,3e+05,299950,285000,289900,289950,299999,299500,309000,346900,349950
"Las Tierras","El Paso","TX","El Paso","El Paso",383,140950,142900,140000,139958,142500,142900,142500,142900,149000,154975,152975,150140.5,150640.5,149900,145000,147899,147000,149900,149950,155475,149900,149000,141999,139950,141999,135803.5,140999,146900,139999.5,137750,142500,139950,138975,136403.5,139000,137500,139388.5,139900,140000,139950,142000,141305,140000,145000,149900,144450,147500,145950,144950,147000,144950,144900,142950,146450,144900,144950,144975,144900,148500,149000,149000,142000,145000,142900,142508,140000,145450,149000,147999,155000,151650,158950,145000,139992,139950,139250,138000,136950,137750,137000,137900,145000,137500,139000,137500,137250,139200,138900
"Westgate Hts","Albuquerque","NM","Albuquerque","Bernalillo",384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108000,114000,114700,116000,114975,114950,120000,119500,119900,116950,118000,118995,119000,122200,124450,119900,127900,122900,121450,129900,130000,130900,134450,129900,129000,125000,126999,129000,130000,131500,130000,133500,130000,130000,127500,130000,133000,129900,129950,131000,133000,131537
"Woodbridge","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669888,639000,650000,708888,670000,650000,668000,668900,659000,650000,650500,674000,676499.5,622250,673000,638500,695000,718000,697000,664500,683500,699000,639000,715500,763000,775000
"Highland","Saint Paul","MN","Minneapolis-St Paul","Ramsey",386,254900,249700,249700,239900,269900,254900,248763.5,247700,249900,249900,248000,234900,229900,234900,224950,224400,224900,229900,237900,248400,246450,245000,244888.5,236200,216950,204950,222400,219000,209900,219900,219900,219000,224950,232450,262450,265000,272400,274900,289900,289900,291950,291950,298700,272000,254900,259450,249900,264900,249900,277500,279000,279000,299000,299900,309000,325000,325000,317450,314950,296999.5,322450,287449.5,324900,315000,294900,304450,288700,299900,309000,314800,314800,286450,299900,317150,290000,325000,349900,339900,325000,342450,335000,349949.5,354900,349899,352399.5,339900,325242,340000
"West Town","Chicago","IL","Chicago","Cook",387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e+05,389888,415000,417500,415000,429900,399900,399900,424950,422450,415000,415000,399900,419900,409900,399000,404950,412500,424900,429900,449900,442000,489000,474900,499000,499900,499000,449999,485000,480000,475000,499000,499000,489900,479000,469950,479000,499000,512449.5,499000,497000,525000
"Capitol","Madison","WI","Madison","Dane",388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479000,449900,442450,422000,424000,434900,419900,404000,399949.5,399900,387700,385500,369950,375000,364900,370000,350000,349900,349900,349950,339900,349900,329900,334900,319900,304950,322400,339900
"Echo Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714000,724000,772000,795000,785000,792440,795000,799000,874000,799000,781500,772500,743500,779000,699400,724500,782500,785000,749900,742450,749900,749900,795000,849500,879000
"Clinton Hill","New York","NY","New York","Kings",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000,679000,679000,650000,654500,642500,597000,579000,575000,589000,667000,675000,725000,699000,719000,712500,750000,785000,805000,789500,790000,805000,807500,849000,849000,805000
"Valley Village","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691500,688000,707500,674999.5,689000,679000,687000,649950,679000,667500,675000,699000,675000,675000,647500,727000,783000,729000,799000,774495,725000,772495,725000,769745,759995,785713.5,674250,689000,799495,849000,849000,849000,849990,867450,859900,875000,875000,875000,885900,849000,849000,849000
"South Natomas","Sacramento","CA","Sacramento","Sacramento",392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000,235000,239000,235000,242743.5,245000,251000,249975,250000,252000,255000,259000,255000,260000,260000,270000
"Reynolds Corners","Toledo","OH","Toledo","Lucas",393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84900,81900,75000,84900,85000,84900,79900,77220,75000,74900,74900,73200,65000,64900,73600,72000,76699.5,69900,77700,77950,79950,84900,84900,82000,79900,84900,84900,83675,89700,89900,93500,92250,89900,89900,84900,84950,89900,89900,85950,84900,84900,84900
"Great Kills","New York","NY","New York","Richmond",394,415000,419000,409000,409500,399000,395000,399000,391950,402499.5,399000,395000,385500,379000,387250,381900,396450,394000,392000,394999,389999,379900,384900,385000,394000,385000,375000,389500,389500,399450,399000,389000,375000,375000,375000,419000,419900,422400,419000,399900,424900,419000,409900,436950,435000,433000,437000,435000,429950,429450,430450,435000,432450,439008,425000,431950,424495,425000,422450,419000,419000,435000,440000,439450,442500,440000,445000,449000,449900,464900,459000,461950,469000,469499.5,469000,469900,489000,499000,499499.5,489000,499000,507499.5,517000,524900,534450,549000,542000,529900,549000
"Central","Arlington","TX","Dallas-Fort Worth","Tarrant",395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149900,149900,155000,162450,155000,168450,162450,150000,150000,152000,137450,150000,157500,160000,167450
"Holbrook","Town of Islip","NY","New York","Suffolk",396,375000,379000,379000,369000,369000,362495,349997,349999,364950,359000,349000,339000,339000,319990,333950,339000,339999.5,345000,345000,340000,339900,319000,319900,299990,299990,3e+05,299990,308990,308999,299990,302500,299990,299000,295000,324994.5,324990,329450,329999,329994.5,329000,329450,325000,324999.5,327000,324900,326995,329945,332445,335000,330000,329900,337000,339000,339000,333450,329900,329995,336900,333995,339000,339000,339450,344950,339990,339990,344990,349000,349900,346000,347000,348250,345000,345000,339450,349000,362500,352450,350000,358500,349000,339000,344500,349000,337000,354900,349450,360000,374900
"Creston","Grand Rapids","MI","Grand Rapids","Kent",397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85900,87900,84900,97500,99900,95000,95000,99900,97999.5,93199.5,89900,89975,89900,89800,86800,94900,98000,99450,99700,98500,97900,99900,99900,99900,99900,89900,95000,94950,99500,96500,105000,106250,106000,109900,107950,109000,99900,99900,104900,104900,109900,119450,124900,124500,123400,126500,127900,129500,124400,119900,119900,119900,125000,134900
"South Tacoma","Tacoma","WA","Seattle","Pierce",398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125750,128000,125000,119250,116500,110250,122500,121440,125000,122000,129925,129925,117450,114949.5,127937.5,139900,149000,149949.5,157975,157975,149950,149975,149950,159926.5,159900,149950,156015,157400,159450,159900,170600,169900,179950,180000,184950,179700,180630,185000,185000,187000,195000,2e+05
"Great Bridge","Chesapeake","VA","Virginia Beach","Chesapeake City",399,325900,324950,328450,325000,329450,313450,314627.5,319975,309938.5,309900,3e+05,299900,296500,299900,299500,299500,310000,309950,299900,299450,299900,319900,340000,349600,353450,350000,359900,348534,349900,339900,335450,326679.5,324900,335000,337400,344900,348473,349990,350000,368900,354089,344900,350000,339950,349900,345096.5,349900,349900,345000,346770,347635,359900,363900,356900,359900,354900,349900,342450,349900,349900,349900,359900,374900,374900,368900,368900,365000,365950,374900,374900,374900,375625,379900,374900,374900,377990,375000,374900,377000,379900,375000,375000,376250,383050,385000,394300,395900,393500
"Flamingo Lummus","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",400,199000,189949.5,189000,189999,187500,178000,173900,184975,189000,184900,190000,189000,189000,2e+05,209900,215500,225000,216000,207500,225000,228000,235000,250000,255000,240000,240000,235000,240000,235000,229950,232500,225000,235000,215000,247375,249000,260000,275000,275000,275000,267000,265000,276250,275500,279000,285000,275000,299000,297500,299900,295000,285000,289000,285000,284000,280000,284499.5,290000,299000,310000,305000,299000,290000,299000,299000,284950,292450,289000,289000,286950,299000,299000,299000,299000,295000,309943.5,305000,310000,310000,299500,295000,299000,299878,299900,304500,3e+05,3e+05,299000
"Meadowbrook - Allendale","Houston","TX","Houston","Harris",401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119500,110000,124950,130000,119999,122497,125000,124950,125000,125000,122000,118450
"Fox Chase","Philadelphia","PA","Philadelphia","Philadelphia",402,189900,189900,182900,182500,184500,183750,185900,185900,185900,183499,180000,184999.5,187000,184999,189900,185000,189900,189849.5,184900,185000,179975,179900,174900,170000,174950,179900,181450,179000,179900,181900,179900,175950,174900,174850,188500,192450,194900,194950,189900,189900,189900,179900,184900,182450,179900,179450,179500,179900,185000,182900,189325,188900,187950,194900,189900,192500,189900,185000,179900,181247.5,189500,189000,193950,194000,194900,186200,189900,189949.5,183950,180950,179800,179450,179800,183900,189900,199900,208950,199900,208900,199900,199250,197450,199900,196950,199900,198950,209000,209500
"Winchester","Las Vegas","NV","Las Vegas","Clark",403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,134900,129250,125000,128000,129999,129900,132000,125950,125000,147450,139500,132000,129950,126250,130000,128000,136000,140000,139900,149999.5,160000,159000,154900,160000,167900,167900,169949.5,177000,174900,169999,161000,169999,167444,169394,175000,184000,177450,179900,189450,189997.5,190000
"Fresh Meadows","New York","NY","New York","Queens",404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,819000,834499.5,820000,808000,818000,777000,899000,938500,899500,9e+05,995444
"Edgewater Beach","Chicago","IL","Chicago","Cook",405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154900,140000,145000,149000,151450,149000,149000,155000,169900,172500,170000,159900,164900,157400,152500,159900,169900,174900,175000,171950,174950,175000,179900,174900,176000,177450,179900,179900,169000,165000,170000,170000,174900,173450,189000,190000,185000,179450,179900,181000,179900,175000
"Serra Mesa","San Diego","CA","San Diego","San Diego",406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442000,457900,440000,458900,447000,455950,445000,468000,465000,469000,479000,479900,475000,476000,469000,479000,489000,479000,504999.5,508888,554950,528700,529900,524950,549000,559900,565000,549900,535000,529500,530000,549700,549900,550000,549000,562450,559450,549000,559900,599000,589000,569950
"Oakland Gardens","New York","NY","New York","Queens",407,238999,242500,239888,239444,242500,244400,238500,238888,249000,253369,249444,249000,239800,239888,239000,238000,239000,234888,232000,229000,229000,225000,225000,223500,220000,218999,218999,219000,215000,212629.5,212779,212769,214000,214400,214000,212888,214800,215000,210000,212500,214800,215000,215000,215000,215000,217000,219000,219000,217000,215000,215000,213000,213500,210973,212600,218000,220000,216888,228000,215000,220000,219000,219000,219000,232000,238500,230999.5,238000,239000,239000,230000,234900,235000,236894,244388,268000,299000,288000,324999,319900,310000,268000,289000,289450,282000,289000,309999.5,320000
"Arlanza","Riverside","CA","Riverside","Riverside",408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242449.5,234900,245000,249000,248500,249900,249990,259500,269000,269000,265000,265000,260000,260000,260000,260000,269450,269000,275000,275000,269900,275000,289000,289000,277500,279500,280000,281941,283900,292500,298400,299900,295000,299900,299450,298000,299950,309500,305000,307000
"Pico-Robertson","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789000,897500,829000,946500,944000,934500,906500,887000,790000,892000,889000,949500,949500,1049000,1198500,1124000,1022000,1022000,944500,931500,946500,1054000,1119000,1094000,1084000,1006500,894000
"South","Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587000,549888,555888,559000,578000,595000,665000,609500,638500,619000,654000,634000,639000,640250,616000,629000,624000,647250,619000,678000,775000,689000,633500,610000,602494,630000,640000,636500,612900,658495,669500,699450,748500,749000
"West Valley","Boise","ID","Boise City","Ada",411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175900,175900,176350,169900,169000,174900,174945,168900,184900,189500,189500,185250,178900,181207.5,181207.5,181450,179450,178900,183700,185000,192150,191900,199900,201749.5,211200,204240,213600,201900,199900,213000,215000,217900,215900,214900,204900,199950,209200,214900,210750,213000,222900,210000,224900
"Greenbrier East","Chesapeake","VA","Virginia Beach","Chesapeake City",412,289000,299999.5,291000,275000,269900,269900,269900,272500,269650,262450,263450,255450,260950,271950,269900,258900,265000,265000,269900,264900,259900,259450,299900,296900,289700,289900,314900,289000,275000,259900,259950,264900,266500,279900,305000,314900,319900,344900,327450,360900,315000,304900,325000,316950,352500,335000,332450,330000,330291.5,324650,347900,331900,334900,330291.5,329900,331241.5,339990,330000,339900,329900,340000,344272.5,344400,341499.5,324950,327395,313450,299900,299900,299450,299900,298500,294450,299700,310000,329350,317607.5,315000,315000,329000,301252.5,322449.5,325000,336902.5,322450,338465,347750,359900
"Otay Ranch","Chula Vista","CA","San Diego","San Diego",413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,365000,375000,375000,387000,395000,375000,379000,395000,395000,399000,389949.5,389900,380000,405000,407000,424500,439950,449999,430000,425000,420000,415000,440000,454950,452500,449000,439000,459900,449000,449500,447000,447000,460000,450000,455000,443900,430000,443900,446450,455000,455000
"Kew Gardens","New York","NY","New York","Queens",414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287000,275000,275000,275000,275000,275000,269000,279450,299000,299000,288000,288000,299499.5,299999
"Powellhurst Gilbert","Portland","OR","Portland","Multnomah",415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184950,187474.5,189999,195000,197500,193950,187562.5,199950,195000,199900,199900,199900,199000,198250,195000,2e+05,202500,218500,218500,219950,219900,225000,219900,219900,219950,224900,227000,239900,241000,244450,244900,244950,245000,249000,257000,257400,265000,264700,259000,265000,285000,289000
"Hazelwood","Portland","OR","Portland","Multnomah",416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191950,194950,194950,194725,188950,185000,199000,207450,224900,219450,219000,205000,195000,193500,192000,192500,190000,217425,219900,211400,218500,219000,219999,229900,234950,239450,235000,235000,239900,249500,260000,259900,265000,265000,269900,275000,274900,275900,275000,276899.5,279900,280753.5,289000
"South Norfolk","Chesapeake","VA","Virginia Beach","Chesapeake City",417,175000,175000,169900,169900,165000,165000,159900,158000,150000,149900,145000,135400,134950,142000,143000,135000,131100,129900,126500,129000,120000,122500,119900,115900,119900,109950,105000,105930,115000,115000,115450,116450,117000,117900,137000,140700,139900,134500,135000,135000,134950,130000,130000,126500,127000,133000,140000,155700,145000,148900,160000,159000,154950,164000,164000,174990,177900,154900,154900,161750,168000,159000,155000,157500,155000,157500,164000,160941.5,159900,163500,159900,164000,170000,172950,161000,159900,159900,159900,159900,159900,159450,159000,159400,167700,169900,175000,182500,179000
"Manoa","Honolulu","HI","Urban Honolulu","Honolulu",418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132500,1100000,963500,950000,1019000,950000,924000,970000,925000,975000,975000,971500,996500,875000,953000,970500,1050000,1023000,1048000,951500,995000,1022500,992500,950000,1099000,1100000,1100000,1093444
"Bethel","Eugene","OR","Eugene","Lane",419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,150525,165000,174900,163750,175000,179000,175750,178950,179450,179900,181450,179900,184900,185000,188450,179900,180000,175000,175000,177900,174900,174900,171000,174500,169925,179450,179900,185000,182200,187500,186250,189400,195000,188000,190000,194900,199900,208000,214900,219900,218500,219975,219900,216900,216500,214900,210000,220000,224999.5,225000,235000
"Pacific Palisades","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795000,2795000,2699000,2825500,2647000,2485000,2650000,2595000,2595000,2490000,2695000,2900000,2995000,3324500,3450000,3295000,2895000,2749000,3049000,2995000,2850000,2850000,2995000,2995000,3100000,3100000,2850000,2965000,2898000,2875000,2950000,3250000,3250000,3295000,3195000,3395000,3495000,3650000,3397000,3395000,3395000,3299900
"North End","Tacoma","WA","Seattle","Pierce",421,3e+05,317450,308975,289000,289950,299000,299974.5,299000,292000,264925,259900,249900,234950,234900,232500,234950,238500,238250,242475,249027,249900,244950,245000,229900,224500,239000,249250,249900,249900,259974.5,254975,252500,249950,244500,259000,284000,289000,277000,275000,287450,278450,295000,310000,309900,310000,311975,324000,334450,329000,299950,317250,319500,327000,339500,337450,332450,329500,336450,325000,3e+05,335000,329000,330000,339500,349500,349750,322975,335000,332474.5,324700,327475,309975,310000,325000,325000,349500,339925,349925,349925,349950,349925,349950,349999.5,342750,344900,335000,355000,360000
"Brickell","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",422,268950,270000,265000,263950,285450,279000,276000,275000,299000,279000,285900,292000,295000,320000,315000,314900,329000,324999,325000,315000,329900,324900,347900,350000,335000,335450,350000,359900,369250,374000,370000,395000,420000,395000,439500,449000,450000,448446,449000,445000,430000,435000,448946,449000,458500,450000,462500,465000,460000,455000,454999.5,450000,460000,460000,460000,460000,467500,474000,479500,480000,470000,475000,465900,465900,458450,455000,469000,475000,475000,475000,484950,495000,481600,479450,470000,479000,474888.5,471900,475000,470000,469900,470000,475000,470000,479000,474999.5,466500,460000
"Northwest","Spokane","WA","Spokane","Spokane",423,149950,146750,149900,150000,150000,149550,149900,145000,140000,139450,139900,137950,133950,130000,136250,130000,130000,131000,134900,137500,135000,135000,129900,129900,126500,129700,128500,134725,140000,140000,138750,134950,134950,134450,129250,124950,127900,129900,134000,136250,135000,138750,139900,139975,138700,135000,130950,131950,129900,129000,129000,137500,139900,143500,144900,145000,139949.5,139949.5,138999,134950,136000,145000,146000,144500,149900,149900,149900,145000,145000,144995,144450,139900,140000,143000,149900,150600,154950,155000,155000,154950,146500,150000,145000,149500,149900,155002.5,167450,165000
"Mercerville","Hamilton Township","NJ","Trenton","Mercer",424,237000,249925,239900,236850,238900,234500,239000,239999.5,245450,245000,239999,239900,229900,229400,225000,224900,229900,229900,229900,224950,225000,228750,229000,225000,242000,240950,249000,242000,246900,245000,239900,230000,225000,219700,254900,249425,245000,244900,255000,256850,259000,255400,259000,249900,258000,259900,259495,265000,262500,259900,255000,259900,259900,268900,259908,259908,257450,259900,257450,259900,269950,263500,270000,259000,259900,259999,259000,259000,259900,249900,248950,249900,239900,239950,239900,249900,250000,249900,249900,245000,239900,239950,240000,237450,239900,244900,239950,249950
"Disston Heights","Saint Petersburg","FL","Tampa","Pinellas",425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114900,112900,109900,114950,124900,128450,125000,125000,129000,129000,127900,134620,127500,120000,125000,131900,127450,130500,140000,139900,139900,139900,146000,149949.5,150000,149900,150000,154450,154900,163200,164900,159925,164900,164900,169700,169900,169900,169900,180000,189500,189250,189725
"Green Valley South","Henderson","NV","Las Vegas","Clark",426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152700,165000,170000,170000,169900,169950,180000,199499.5,195000,230000,230000,211900,215900,225000,222700,223747.5,225000,234900,239250,239450,249900,265000,269900,259000,241250,242500,244900,270000,269450,245550,245000,250000,250000,250000,250000,259000,259000,259000,259000,250000,259000,275000,274900,270000,279894,269900,269900,279444,275950,274950,294500
"West Islip","Town of Islip","NY","New York","Suffolk",427,434990,434990,434990,434999,434546.5,442497,434546.5,427000,419000,399500,395000,389000,389000,377000,384995,384989,375000,377000,379000,379000,379000,379000,379000,379000,389990,399000,399000,389990,405000,399000,419000,399000,399000,399000,439000,429000,429000,430000,439999,449000,429000,426500,424900,419450,419000,399900,399900,399060.5,415000,399000,399994.5,422000,425000,429495,420500,429994.5,442495,437405,417000,449900,429000,461750,426500,429000,435000,419990,429000,429945,429990,425000,439000,439000,434450,434450,439000,429000,439999,445000,449900,449990,464000,469000,479000,449950,454995,444450,449950,449950
"Point Breeze","Philadelphia","PA","Philadelphia","Philadelphia",428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,164950,150000,162900,149999,162300,142450,154950,165950,159900,159900,165000,164900,159900,164000,169200,174900,184900,189000,186500,213000,219900,223660,215000,209000,204500,2e+05,209000,199000,209000,207499.5,210000,210000,229000,225000,227000,229250,225000,224999.5,231950,239900,255000
"Tujunga","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431000,450000,450000,465000,474500,485000,478500,499000,519000,512500,519000,507500,524000,507250,525000,499250,510000,519000,499250,499000,499000,499000,499000,524999.5,529900,550000,549000,518000,523961.5,545000,529950,549000,545000,529000,538500,539967,542500,549000,549000,574450,599000,616950
"Fairmount","Philadelphia","PA","Philadelphia","Philadelphia",430,284900,249000,272000,289950,279949.5,285000,289950,299000,299900,299000,294500,297000,299450,299999.5,299000,299000,299900,304500,280450,274500,279000,268750,275000,254900,249900,259900,269000,266450,250000,249900,259175,253900,259225,269000,274950,272000,302000,311950,304900,313000,320000,329450,329000,319000,309900,329900,314950,339000,326950,339000,327500,325000,299900,299500,299250,299000,292450,280000,278250,269000,295000,289000,289999,295000,299450,289900,299000,309900,309000,317500,306950,309000,308500,289000,299000,321000,349900,359900,318700,317500,329500,339450,349000,349000,349500,349000,354950,375000
"Harbor City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388500,394950,395000,410000,429900,447000,412450,399900,439000,409999.5,399900,379900,399450,427500,464450,476950,469000,485000,470000,435000,477000,496250,499000,475000,479000,479000,484000
"Hunting Park","Philadelphia","PA","Philadelphia","Philadelphia",432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54900,49900,49999.5,49900,52600,47450,49900,49900,52300,51000,49950,49900,50000,46500,50000,50000,50000,49500,51950,46500,47100,53450,54950,51000,49900,45450,48000,48000,45000,45000,49500,50000,50000,49500,51450,49500,44900,44900,47450,50000,50000,49900,50000
"East Toledo","Toledo","OH","Toledo","Lucas",433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24900,26650,24900,21000,22500,23950,24000,25400,29900,29900,29450,29900,27700,27900,28700,29500,29000,24900,24900,28900,29900,29900,29900
"Anthem","Henderson","NV","Las Vegas","Clark",434,298950,299900,292857,289995,292000,295000,289900,284888,279900,274995,269000,265000,259900,267000,225000,209000,219900,224900,225000,249000,241125,227019,230000,229900,234900,238400,239900,240000,264900,275000,265000,269700,271450,269900,280000,298950,319000,319000,325000,329250,329900,346999.5,349999.5,350000,360000,369000,374900,384950,375000,375000,380000,388500,384900,385000,394900,390000,384250,375000,375000,384995,384947.5,389700,387450,384900,399900,399000,394700,395000,393750,394500,395749.5,397750,395000,387500,380000,395000,389900,399000,399900,417000,420000,424900,419000,418000,409000,410000,399900,419888
"Sunland","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410000,397000,399000,399000,409949.5,467400,445000,447250,449700,449000,434475,428499.5,429999,428499.5,444995,449990,456500,449000,449000,465000,474000,489000,450000,468999.5,494000,499000,509000,504497,492450,479000,479900,504000,527400,537450,499499.5,498888,510000,515000,529000,539250,512250,541950
"Northwood","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809950,826698,787000,789500,781900,799999,825000,779444,789900,795000,786900,789000,791000,829950,773000,848000,778500,780000,840000,874000,905000,924900,869000,824495,790000,789495,832636,880527,869000,889000
