"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04"
"Sun Valley","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390500,387450,381000,399900,399000,402499.5,399000,409500,412250,425000,424900,420000,415000,413500,412000,409950,407450,422475,425000,425000,424999.5,425000,425000,425000,428000,422500,424000,419900,425750,439450,449990,469000,460000,474500,474500,498500,499972,499947,499000,499000,519900,537000
"Canoga Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362000,372499.5,355000,349975,349475,319999,329950,352500,390000,359000,371975,369900,399000,348000,349450,369000,384999,385000,391572.5,349950,354950,370000,384950.5,393245,379250,379250,341000,349900,338000,347000,351000,369000,419900,439000,486000,489500,472499.5,470000,492250,475000,406500,420000
"Flushing","New York","NY","New York","Queens",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,569000,599999.5,584000,599000,668000,650000,659000,638000,628000,648000,688750,697000,725000
"Downtown","San Jose","CA","San Jose","Santa Clara",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535000,529000,529000,497000,499000,559500,565000,569500,575000,579950,559975,545000,520000,519450,538944,566999.5,578950,589000,599000,627000,650000,650000,655000,659950,649950,658000,659475,654000,650000,678000,698944,676500,688000,649924.5,649500,654444,650000,654500,668000,668000,688944,696944
"South Ozone Park","New York","NY","New York","Queens",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369900,380000,389000,399000,399000,399000,389900,399000,399000,399999,4e+05,425000,439000,439000,433945,425000,425000,429000,449000,449000,449000,439999,439999,449000,449000,459000,469000,469000,489000,489000,489000,499000,489000,475000,479900,482250,469000,475000,484000,492500,489000,489000
"Ahwatukee Foothills","Phoenix","AZ","Phoenix","Maricopa",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319000,3e+05,3e+05,3e+05,306245,315000,315000,313000,309900,301990,302990,299000,289999.5,293000,291350,302990,310745,319990,329900,335000,327000,324999,322900,320000,320000,323250,324450,325000,326000,325000,330000,327000,329900,329900,329450,325495,326495,325990,325000,337990,339000,339500
"Boyle Heights","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330000,325000,344950,350000,355000,347500,319500,349995,360000,375500,370000,379500,385000,375000,388900,4e+05,419000,447000,454444,439000,417400,417400,414999
"North Valley","San Jose","CA","San Jose","Santa Clara",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589975,577990,549950,572500,599999,578495,576495,532500,519750,542500,547450,550000,593000,635000,648000,652500,599500,625000,599000,619000,649990,656995,670990,688000,698888,689950,689974.5,679800,689999,698944,722990,695000,722495,729495,729499.5,715995,748990
"Evergreen","San Jose","CA","San Jose","Santa Clara",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,859000,785000,775000,823944,790000,829888,859000,859944,878888,849000,849900,829888,799000,759000,799000,849499.5,849975,949000,899000,860000,924975,912449.5,899999,899995,899999.5,947000,949950,958944,988940,968000,992444,959888,939000,989000,986500,925000,850000,850000,899888,936500,850000
"Sylmar","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,369475,352500,349997.5,360000,375000,370000,369950,363000,369900,370000,375000,375000,363700,385000,385000,385000,385000,395000,397000,399000,387000,390000,399450,405000,407450,410000,4e+05,410000,425000,439450,439000,429999,429900,429900,429999,429900,435000,423449.5,443950,452450,460000
"Willow Glen","San Jose","CA","San Jose","Santa Clara",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749475,749950,775000,770000,795000,824975,795000,839000,849925,798000,799475,849000,799450,798500,799000,830000,842000,764500,799000,849000,912499,898400,889000,896500,899000,898000,898000,899000,888800,879494,912475,949000,988944,999000,999000,979444,998000,999750,988000,1014500,995000,975000,969975,988800,1024495,1098000
"West","Arlington","TX","Dallas-Fort Worth","Tarrant",73,128800,134900,139900,144950,139900,139900,138600,139900,145450,139900,137000,129900,129900,129900,134700,134900,134900,134000,130500,129900,129500,129950,129900,129000,127000,129900,129950,126000,134900,135000,135000,130000,131250,139912.5,160000,165000,167700,165000,165000,160000,169900,163500,165000,175000,178500,172500,169900,182250,175000,169900,169900,175000,179900,179900,180000,176715,176207.5,175000,166000,170000,179500,185000,189900,2e+05,191225,184900,179900,179999,180000,185000,189900,185450,189900,189900,189950,199900,206000,2e+05,205000,2e+05,2e+05,2e+05,215000,218000,217500,219900,220000,217000
"North Raleigh","Raleigh","NC","Raleigh","Wake",74,245850,244500,242500,239900,244500,239950,244500,249250,245000,239500,239900,239000,233700,219945,214900,214900,217900,219627,219500,214900,211350,214806,204950,199900,219900,219900,225000,217500,215000,215000,204900,2e+05,209900,209900,219900,219900,223000,227400,227400,229450,229900,234950,237200,244900,239480,239450,239900,240000,229900,239900,249900,254900,269650,274900,287550,279900,280000,280000,284900,280000,279900,276950,279900,299450,324900,318500,305000,325000,311000,314900,315000,322950,329900,325000,3e+05,315000,309000,3e+05,299945,299990,315000,325000,335000,345000,348900,363750,359900,363475
"Sharpstown","Houston","TX","Houston","Harris",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188600,183490,183490,175000,189000,189000,165000,167250,165000,165000,169000,177777
"Northridge","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589900,579000,549950,579000,535000,576000,599950,599000,599000,599000,580976.5,567500,559000,542000,570245,589000,598450,619475,639000,609000,609950,642475,642475,649000,649925,639900,651250,650000,669975,698778,699925,702500,679590,675000,650000,654500,649000,644000,655000,642500,668944,676700
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,435000,459500,455000,449000,442450,459000,459000,459000,464900,459000,469000,479900,452000,459000,459000,459000,459000,485000,499000,492000,492450,499000,499000,499000,509900,509900,510000,514900,498500,499999,511500,515000,529000,546500,550000,549000,550000,553177,535000,539450,550000
"Little Village","Chicago","IL","Chicago","Cook",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87237,88450,83868.5,80200,79900,85710,82500,79900,85868.5,86118.5,89000,87237,96250,105000,104950,102400,99900,111500,113000,105400,103000,99900,89900,75000,85000,89900
"Southwest","Chula Vista","CA","San Diego","San Diego",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307250,315000,315000,329900,339000,330000,317000,329950,347000,350000,342000,339000,327500,330000,345000,345000,375000,385000,385000,369450,389950,389450,389950,399000,399000,389900,399000,399000,4e+05,410950,409900,410950,419450,425000,429000,439000,435000,439000,430000,449000,449000,450000
"Forest Hills","New York","NY","New York","Queens",80,299000,295000,270887.5,269000,269000,259943.5,259000,259000,269000,279000,269894,269000,269900,259000,269000,264900,259888,259000,254950,254900,259000,255888,250000,250000,250000,250000,249000,254888,249000,249000,249000,249000,249000,250000,255000,253000,249000,249000,255000,255000,257000,257000,255000,258000,259000,255000,259000,253000,249000,259000,259000,268444,268000,269450,269000,275000,275000,269000,259000,265000,279000,295000,3e+05,299000,299000,309000,311500,325000,329000,329000,339000,325000,330000,329000,335000,339000,349000,350000,359000,359894,359000,359000,369000,375000,388000,395000,388000,396500
"West Anaheim","Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394000,414950,425000,426000,429900,432950,434950,450000,449500,450000,448450,450000,442999,417100,440000,449900,449900,475000,479900,479000,479000,477450,469444,479700,475000,475000,467900,495000,489000,495000,495000,499000,499000,499000,499000,509000,499450,499000,499900,5e+05,524950,535000
"Pacoima","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304950,310000,315000,329000,320000,319250,329000,312500,299925,305000,310000,329450,325000,327000,329000,327998,319900,325000,309000,332450,349999.5,350000,349000,339500,349974.5,349725,349974.5,354950,360000,395000,392500,385000,380000,395000,395000,396500,398000,399900,4e+05,410000,399925,414950
"Mira Mesa","San Diego","CA","San Diego","San Diego",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379000,397500,385000,399999.5,395000,411088,359000,397000,429000,416500,437450,434900,440000,429900,435000,419000,469625,443250,449999.5,469900,474900,467000,464900,468000,469900,471999.5,469949.5,486500,499900,519000,524000,519000,524950,527500,527500,537000,535000,525000,525000,525000,532500,530000
"Blossom Valley","San Jose","CA","San Jose","Santa Clara",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000,597000,540900,581500,625000,646500,649500,650000,649900,649000,649500,640000,620000,599000,644950,665940,649000,682375,650000,680687.5,699000,698444,692475,675000,659000,639475,639950,678999,699938,738888,736944,727475,724919,731400,739000,739475,739000,739000,736400,763222.5,768000,754500
"West Rogers Park","Chicago","IL","Chicago","Cook",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168500,156700,144450,149450,144950,144900,142450,135000,145000,149450,159375,165000,155250,169900,163450,159450,159000,157950,153000,159900,159900,150000,159450,159900,159900,159900,159900,169900,169900,171900,169950,165000,179999,185000
"Far Rockaway","New York","NY","New York","Queens",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318000,325000,329000,327000,315000,315000,299000,302000,322000,339900,327000,319000,319000,302499.5,299000,312000,339000,339000,339000,322000,326500,320000,327000,342000,359000,329000,329000,329500,315000,299000,322000,299000,322000,325000,349000,349000,345000,325000,325000,349000,349000,349500
"Cordova-Appling","Memphis","TN","Memphis","Shelby",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,132900,136750,139900,139900,139900,139900,139900,139900,139900,139900,138250,129900,135000,140000,139900,144400,148500,140450,137900,133825,123430,126111,131900,139900,136450,136950,137950,139900,141900,149900,149900,149900,149900,144900,144900,144900,145125,144900,149950,149900,149900,146900,145000,145000,145000,146000,139900,149500,150000,150950
"Eldridge - West Oaks","Houston","TX","Houston","Harris",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355070,335500,340075,319719,310000,315000,319900,325000,326000,324000,318995,319900,326000,330497.5,329252.5,328990
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,67949,67500,60000,56300,61500,70000,70000,69950,69000,59997.5,60000,57500,54950,54000,62250,64900,65000,65960,70000,69000,74400,74500,74900,69900,65000,64999.5,59900,64549.5,69500,71000,73750,74900,76750,77750,73100,69950,74500,67500,72900,79500,80000
"East Elmhurst","New York","NY","New York","Queens",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,550000,550000,584995,599000,626500,642000,599000,579495,579995,620000,619000,639400,630000,629500,619700,625000,649000,649000,672000,675000
"Reseda","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390000,390000,380000,399000,396500,402500,405000,405499.5,410000,399994.5,394150,389950,399900,399450,394950,4e+05,395000,4e+05,419990,425000,427000,425000,435000,437000,435000,437000,414725,422475,419000,434999.5,449000,449000,465500,465000,459500,452250,465000,449975,469000,465500,479950,487445
"Panorama City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e+05,273450,274950,314500,295000,298975,289000,320000,324900,309950,283944,299450,339450,329000,319900,304500,335000,345000,349000,350000,322450,322450,317500,344949.5,329950,342450,329950,332500,335450,334900,327250,335000,349999,365000,340500,354999,335499.5,325000,310000
"Cambrian Park","San Jose","CA","San Jose","Santa Clara",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,698000,699000,699000,699000,699000,699000,705000,699000,709925,695000,749444,749888,749000,760000,759000,790000,778500,780000,789000,755000,729000,774000,807500,815000,849000,849950,853375,898500,899000,899000,899000,899000,910200,9e+05,939000,949950,949000,949000,949000,915000,899444,899000,899694,909725,899000,898500,899900,909000,947000
"South Dorchester","Boston","MA","Boston","Suffolk",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284900,274900,295000,305000,3e+05,299000,312000,319000,319000,339200,319500,339000,329999,319000,319999,319000,329000,321000,346000,339000,349000,349900,350000,359000,361450,349900,339000,339000,340000,389000,397000,414000,409000,399900,418450,429000,399900,422500,429000,429000,439000,449000
"Central Southwest","Houston","TX","Houston","Harris",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,106900,114450,118000,118000,116250,119900,112000,99950,1e+05,109999.5,111950,117500,114900,126990,125725,130000,128210,129900,129590,124490,118625,119500,118750,119999,121999,124500,126900,129000,124900,130000,142500,139995,145000,143500,136500,140000,149900,139900,149000,149997.5,149900,165000,166950,159900,150000,169999,157000,152000,155900,160000,168000,160000
"North Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,397000,389499.5,392500,399000,399000,415000,425000,425000,409000,409900,407000,399000,404974.5,399450,415000,419500,440000,439000,459000,465000,450000,442000,437750,432449.5,436950,439000,459000,459500,459950,475000,474777,475000,495000,494950,492499.5,510000,510000,495000,499000,521950,524205.5
"Princess Anne","Virginia Beach","VA","Virginia Beach","Virginia Beach City",97,299950,305000,309000,310000,311700,304950,305000,3e+05,309900,299900,296000,290000,285000,284900,284900,279950,279900,275000,271000,280000,279250,279900,284900,275000,284900,290000,304900,299900,309900,308900,304900,299900,288000,289900,319200,315000,314900,326450,338000,347950,325000,327900,339900,334500,345000,329450,325000,329000,340000,330000,350000,340000,341000,349000,352499.5,359900,370000,359000,354900,359900,357057,359900,359950,359754.5,354900,350000,350000,361500,359911,369450,359955.5,359900,379900,371450,365000,369000,360000,359900,366750,365250,372450,363900,367250,359950,359000,349900,348950,369900
"Jackson Heights","New York","NY","New York","Queens",98,239000,249000,239000,239000,239000,245000,249000,250000,250000,249000,249000,249000,249000,249000,246750,240000,239000,239000,219000,219000,219000,219000,219000,219000,225000,219000,225000,226375,229000,225000,225000,219000,217300,215000,215000,215000,219000,219000,219000,219000,225000,229000,225000,225000,222000,225000,225000,224000,229000,225000,225000,229000,224000,224790,228000,238000,240000,265000,249000,249500,249000,249000,258250,259000,278000,286900,289000,289000,298750,308500,328888,337250,335000,339500,330000,354000,360000,375000,379000,389000,399000,395000,389000,390000,389000,359000,380000,395000
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,134900,136225,136950,139400,138900,139900,140000,138425,140000,140000,138750,134000,135000,140000,139000,137500,140000,144950,145000,154821,155000,155902,156804,156804,159400,158300,158900,159400,160000,160000,169900,165000,169900,175000,175000,175000,175000,170000,170000,169999.5,180000,185000,194900
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake",100,225560,224500,225000,224900,225715,228182.5,224900,223500,219900,215255,215000,214900,210025,209900,209900,209900,210000,214900,219900,219742,219900,219900,214900,219450,239900,229900,234900,239400,229900,229999.5,229900,224900,224900,220000,229250,236925,239900,247000,240000,245000,254900,259000,257950,257500,245000,250000,249990,244900,243450,249000,239900,246400,259900,255000,245000,259900,255000,259995,259900,259900,259900,264500,268252.5,268500,279900,280000,269450,277995,280000,275000,285995,288995,294900,280000,299000,299000,299000,291000,290000,297500,286000,290000,303997.5,3e+05,293700,302995,312500,324900
"Kingwood","Houston","TX","Houston","Harris",101,159900,169900,175000,174900,175000,179900,179900,174900,182900,183900,183700,184900,186450,178250,189900,191750,189950,198950,193450,189900,184900,179000,171950,178825,176039.5,199800,194900,193650,204900,209000,213450,209900,209900,203500,208490,224900,235000,237500,234900,239900,234900,239900,239900,239900,234925,239900,228950,237500,245000,246950,246097,274425,265500,264900,264950,255450,250000,262400,256950,280225,269900,275000,277000,286450,269910,279900,289900,279900,286435,284950,289900,299083,309123.5,295000,290695,299450,289900,285000,277450,274950,275000,274450,269000,279000,284900,285000,289000,289945
